recruitment_id,employee_id,hiring_source,recruiter_name,time_to_hire_days,interview_rounds,hiring_cost,offer_accepted
REC00392,EMP00392,Employee Referral,Amit Joshi,28,1,8820,1
REC00393,EMP00393,LinkedIn,Vikash Gupta,54,1,24280,1
REC00394,EMP00394,Consultancy,Pooja Sharma,42,5,71690,0
REC00395,EMP00395,Consultancy,Pradeep Nair,7,1,65017,1
REC00396,EMP00396,Campus Hiring,Pooja Sharma,14,4,13863,1
REC00397,EMP00397,LinkedIn,Pradeep Nair,33,3,19731,1
REC00398,EMP00398,Employee Referral,Kavya Reddy,18,2,8386,1
REC00399,EMP00399,Employee Referral,Pradeep Nair,50,1,5157,1
REC00400,EMP00400,Naukri,Meenakshi Iyer,10,5,6342,1
REC00401,EMP00401,Consultancy,Amit Joshi,59,2,59431,0
REC00402,EMP00402,Employee Referral,Vikash Gupta,16,5,3986,1
REC00403,EMP00403,Campus Hiring,Sunita Arora,47,5,5967,1
REC00404,EMP00404,Naukri,Rajan Mehta,33,2,13853,1
REC00405,EMP00405,LinkedIn,Pooja Sharma,49,2,18534,1
REC00406,EMP00406,LinkedIn,Amit Joshi,23,1,10843,1
REC00407,EMP00407,Naukri,Amit Joshi,45,3,17296,1
REC00408,EMP00408,Indeed,Meenakshi Iyer,40,3,6946,1
REC00409,EMP00409,Employee Referral,Tanu Kapoor,27,4,4760,1
REC00410,EMP00410,LinkedIn,Suresh Pillai,25,3,10209,1
REC00411,EMP00411,Employee Referral,Amit Joshi,49,3,9320,1
REC00412,EMP00412,Indeed,Rajan Mehta,36,5,14243,1
REC00413,EMP00413,Indeed,Kavya Reddy,25,4,11941,1
REC00414,EMP00414,LinkedIn,Pooja Sharma,31,4,19159,0
REC00415,EMP00415,LinkedIn,Suresh Pillai,33,1,10884,0
REC00416,EMP00416,Campus Hiring,Amit Joshi,10,4,8856,1
REC00417,EMP00417,LinkedIn,Kavya Reddy,40,2,10127,1
REC00418,EMP00418,Naukri,Suresh Pillai,59,5,16424,0
REC00419,EMP00419,Consultancy,Vikash Gupta,41,5,35954,1
REC00420,EMP00420,Naukri,Pooja Sharma,35,5,6222,1
REC00421,EMP00421,LinkedIn,Pradeep Nair,19,2,8578,1
REC00422,EMP00422,Consultancy,Rajan Mehta,58,2,30207,1
REC00423,EMP00423,Naukri,Kavya Reddy,31,1,19569,1
REC00424,EMP00424,Naukri,Kavya Reddy,27,3,9150,1
REC00425,EMP00425,LinkedIn,Pradeep Nair,31,3,16651,1
REC00426,EMP00426,Naukri,Meenakshi Iyer,13,5,9325,1
REC00427,EMP00427,Consultancy,Sunita Arora,34,5,46988,1
REC00428,EMP00428,Employee Referral,Amit Joshi,13,5,5510,1
REC00429,EMP00429,Indeed,Amit Joshi,52,1,11210,1
REC00430,EMP00430,Employee Referral,Meenakshi Iyer,45,2,9662,1
REC00431,EMP00431,Naukri,Sunita Arora,8,5,9340,1
REC00432,EMP00432,Consultancy,Sunita Arora,21,1,60578,1
REC00433,EMP00433,Indeed,Suresh Pillai,53,1,14876,1
REC00434,EMP00434,Indeed,Tanu Kapoor,59,4,7197,1
REC00435,EMP00435,Campus Hiring,Rajan Mehta,23,3,9912,1
REC00436,EMP00436,Naukri,Suresh Pillai,46,1,12051,1
REC00437,EMP00437,Employee Referral,Meenakshi Iyer,39,5,5919,1
REC00438,EMP00438,Naukri,Suresh Pillai,53,3,15215,1
REC00439,EMP00439,LinkedIn,Meenakshi Iyer,8,4,12157,1
REC00440,EMP00440,Consultancy,Pooja Sharma,29,5,29837,1
REC00441,EMP00441,LinkedIn,Meenakshi Iyer,39,3,11298,1
REC00442,EMP00442,Naukri,Sunita Arora,54,1,17231,1
REC00443,EMP00443,Naukri,Rajan Mehta,16,3,13227,0
REC00444,EMP00444,Employee Referral,Sunita Arora,54,2,9406,1
REC00445,EMP00445,LinkedIn,Suresh Pillai,60,2,23264,1
REC00446,EMP00446,Campus Hiring,Vikash Gupta,56,3,10441,1
REC00447,EMP00447,Naukri,Vikash Gupta,16,4,18651,1
REC00448,EMP00448,Campus Hiring,Pradeep Nair,11,2,12593,1
REC00449,EMP00449,Consultancy,Amit Joshi,54,5,65754,1
REC00450,EMP00450,Employee Referral,Pradeep Nair,29,5,8671,1
REC00451,EMP00451,Employee Referral,Suresh Pillai,20,3,7729,1
REC00452,EMP00452,Naukri,Suresh Pillai,32,1,11685,1
REC00453,EMP00453,LinkedIn,Meenakshi Iyer,9,2,12580,1
REC00454,EMP00454,Consultancy,Amit Joshi,42,4,77119,0
REC00455,EMP00455,LinkedIn,Vikash Gupta,37,3,15006,1
REC00456,EMP00456,Consultancy,Meenakshi Iyer,42,1,27074,1
REC00457,EMP00457,Employee Referral,Pooja Sharma,12,4,4801,0
REC00458,EMP00458,Naukri,Tanu Kapoor,33,1,14484,0
REC00459,EMP00459,LinkedIn,Sunita Arora,20,3,11739,1
REC00460,EMP00460,Employee Referral,Vikash Gupta,17,3,8291,0
REC00461,EMP00461,Indeed,Tanu Kapoor,21,3,13167,1
REC00462,EMP00462,Employee Referral,Suresh Pillai,57,1,6260,1
REC00463,EMP00463,Employee Referral,Amit Joshi,19,4,3648,1
REC00464,EMP00464,Naukri,Pooja Sharma,40,1,15340,1
REC00465,EMP00465,Employee Referral,Sunita Arora,14,4,5139,1
REC00466,EMP00466,Naukri,Pradeep Nair,18,4,15835,1
REC00467,EMP00467,LinkedIn,Amit Joshi,58,2,12831,1
REC00468,EMP00468,Campus Hiring,Pooja Sharma,15,1,5918,1
REC00469,EMP00469,LinkedIn,Suresh Pillai,39,1,12080,1
REC00470,EMP00470,Naukri,Amit Joshi,27,2,14108,1
REC00471,EMP00471,LinkedIn,Meenakshi Iyer,33,3,9304,1
REC00472,EMP00472,Indeed,Tanu Kapoor,13,1,12122,1
REC00473,EMP00473,Consultancy,Vikash Gupta,58,4,66355,1
REC00474,EMP00474,Indeed,Pradeep Nair,40,2,7096,1
REC00475,EMP00475,Naukri,Amit Joshi,34,1,18816,1
REC00476,EMP00476,Campus Hiring,Amit Joshi,24,2,9235,0
REC00477,EMP00477,Consultancy,Vikash Gupta,8,2,58815,1
REC00478,EMP00478,Naukri,Sunita Arora,13,2,12316,1
REC00479,EMP00479,Employee Referral,Amit Joshi,51,3,5410,1
REC00480,EMP00480,LinkedIn,Rajan Mehta,57,2,18729,1
REC00481,EMP00481,Consultancy,Pooja Sharma,13,1,62652,1
REC00482,EMP00482,Naukri,Kavya Reddy,35,2,17398,1
REC00483,EMP00483,LinkedIn,Suresh Pillai,30,3,11943,0
REC00484,EMP00484,Indeed,Amit Joshi,44,4,8439,1
REC00485,EMP00485,Employee Referral,Amit Joshi,52,1,4303,1
REC00486,EMP00486,Indeed,Kavya Reddy,32,4,15740,0
REC00487,EMP00487,Consultancy,Amit Joshi,27,2,68234,1
REC00488,EMP00488,LinkedIn,Meenakshi Iyer,42,4,9028,0
REC00489,EMP00489,Naukri,Meenakshi Iyer,52,2,18916,1
REC00490,EMP00490,Indeed,Pooja Sharma,10,2,17737,1
REC00491,EMP00491,Naukri,Suresh Pillai,54,3,13455,0
REC00492,EMP00492,Campus Hiring,Pradeep Nair,52,5,8404,1
REC00493,EMP00493,Consultancy,Amit Joshi,45,4,49011,1
REC00494,EMP00494,Employee Referral,Sunita Arora,18,1,5596,1
REC00495,EMP00495,LinkedIn,Meenakshi Iyer,49,1,21032,1
REC00496,EMP00496,Naukri,Tanu Kapoor,33,5,17582,1
REC00497,EMP00497,Indeed,Rajan Mehta,40,2,10135,1
REC00498,EMP00498,LinkedIn,Tanu Kapoor,43,1,10532,1
REC00499,EMP00499,Consultancy,Rajan Mehta,43,1,32439,1
REC00500,EMP00500,Consultancy,Vikash Gupta,59,2,28080,0
REC00501,EMP00501,Employee Referral,Suresh Pillai,21,1,3889,1
REC00502,EMP00502,Employee Referral,Tanu Kapoor,27,4,6931,1
REC00503,EMP00503,Indeed,Rajan Mehta,8,4,10779,1
REC00504,EMP00504,Employee Referral,Rajan Mehta,51,3,8414,1
REC00505,EMP00505,Employee Referral,Vikash Gupta,18,2,3980,1
REC00506,EMP00506,LinkedIn,Rajan Mehta,47,2,20200,0
REC00507,EMP00507,Employee Referral,Kavya Reddy,9,5,6632,1
REC00508,EMP00508,Campus Hiring,Meenakshi Iyer,20,3,13297,1
REC00509,EMP00509,Campus Hiring,Rajan Mehta,46,2,11668,0
REC00510,EMP00510,LinkedIn,Meenakshi Iyer,52,5,12513,1
REC00511,EMP00511,Naukri,Vikash Gupta,12,3,17742,0
REC00512,EMP00512,Campus Hiring,Amit Joshi,55,1,8116,0
REC00513,EMP00513,Consultancy,Meenakshi Iyer,44,1,28470,1
REC00514,EMP00514,Naukri,Vikash Gupta,56,4,15043,0
REC00515,EMP00515,Naukri,Sunita Arora,32,3,6187,1
REC00516,EMP00516,Indeed,Pooja Sharma,36,2,12175,1
REC00517,EMP00517,Naukri,Meenakshi Iyer,35,3,16052,1
REC00518,EMP00518,Naukri,Suresh Pillai,50,1,12813,0
REC00519,EMP00519,Naukri,Sunita Arora,45,1,14692,1
REC00520,EMP00520,Consultancy,Meenakshi Iyer,41,4,55313,1
REC00521,EMP00521,Campus Hiring,Kavya Reddy,28,5,6897,1
REC00522,EMP00522,LinkedIn,Pooja Sharma,44,1,17109,1
REC00523,EMP00523,Campus Hiring,Vikash Gupta,56,5,13190,1
REC00524,EMP00524,Naukri,Sunita Arora,52,5,8727,1
REC00525,EMP00525,LinkedIn,Pradeep Nair,48,5,16621,1
REC00526,EMP00526,Naukri,Vikash Gupta,51,4,10425,1
REC00527,EMP00527,Consultancy,Suresh Pillai,48,4,52626,1
REC00528,EMP00528,LinkedIn,Kavya Reddy,27,3,17177,1
REC00529,EMP00529,Indeed,Vikash Gupta,45,2,9808,1
REC00530,EMP00530,Naukri,Vikash Gupta,35,3,18275,1
REC00531,EMP00531,Employee Referral,Rajan Mehta,42,3,9851,1
REC00532,EMP00532,LinkedIn,Kavya Reddy,40,2,16758,1
REC00533,EMP00533,LinkedIn,Tanu Kapoor,28,4,9069,1
REC00534,EMP00534,Naukri,Vikash Gupta,11,5,18201,1
REC00535,EMP00535,LinkedIn,Pradeep Nair,22,1,23456,1
REC00536,EMP00536,Naukri,Vikash Gupta,42,2,14120,1
REC00537,EMP00537,Campus Hiring,Meenakshi Iyer,34,5,14589,0
REC00538,EMP00538,Consultancy,Sunita Arora,56,4,25526,1
REC00539,EMP00539,Employee Referral,Meenakshi Iyer,20,5,9817,1
REC00540,EMP00540,LinkedIn,Pooja Sharma,39,2,15933,1
REC00541,EMP00541,Employee Referral,Suresh Pillai,11,2,8224,1
REC00542,EMP00542,Indeed,Pradeep Nair,9,2,11814,1
REC00543,EMP00543,Consultancy,Amit Joshi,56,5,53996,0
REC00544,EMP00544,Employee Referral,Pooja Sharma,45,4,8713,1
REC00545,EMP00545,Consultancy,Suresh Pillai,40,4,29685,1
REC00546,EMP00546,Indeed,Meenakshi Iyer,57,1,11771,0
REC00547,EMP00547,LinkedIn,Tanu Kapoor,57,2,11861,1
REC00548,EMP00548,LinkedIn,Tanu Kapoor,53,1,21172,1
REC00549,EMP00549,Consultancy,Tanu Kapoor,46,4,67394,1
REC00550,EMP00550,Naukri,Amit Joshi,54,2,18296,1
REC00551,EMP00551,LinkedIn,Vikash Gupta,19,3,22808,1
REC00552,EMP00552,Consultancy,Amit Joshi,43,1,58462,1
REC00553,EMP00553,Naukri,Sunita Arora,57,4,6675,0
REC00554,EMP00554,Consultancy,Sunita Arora,25,2,65048,1
REC00555,EMP00555,LinkedIn,Amit Joshi,60,2,16505,1
REC00556,EMP00556,Naukri,Pooja Sharma,22,2,6716,1
REC00557,EMP00557,Employee Referral,Sunita Arora,16,1,8207,1
REC00558,EMP00558,Consultancy,Amit Joshi,18,2,29301,1
REC00559,EMP00559,Campus Hiring,Pooja Sharma,41,1,13206,0
REC00560,EMP00560,Campus Hiring,Pradeep Nair,45,2,11915,1
REC00561,EMP00561,Naukri,Meenakshi Iyer,55,2,18267,1
REC00562,EMP00562,LinkedIn,Kavya Reddy,51,2,13308,1
REC00563,EMP00563,Naukri,Kavya Reddy,46,1,6727,1
REC00564,EMP00564,Naukri,Pradeep Nair,53,2,19243,0
REC00565,EMP00565,Consultancy,Rajan Mehta,32,4,76644,1
REC00566,EMP00566,Campus Hiring,Vikash Gupta,22,4,7260,1
REC00567,EMP00567,Employee Referral,Kavya Reddy,24,5,5988,1
REC00568,EMP00568,Employee Referral,Pooja Sharma,25,5,7972,1
REC00569,EMP00569,Consultancy,Rajan Mehta,34,4,37466,1
REC00570,EMP00570,Naukri,Amit Joshi,8,1,7858,1
REC00571,EMP00571,Employee Referral,Pradeep Nair,45,2,3744,1
REC00572,EMP00572,LinkedIn,Pradeep Nair,14,5,24756,1
REC00573,EMP00573,Consultancy,Amit Joshi,20,3,35994,0
REC00574,EMP00574,LinkedIn,Tanu Kapoor,20,1,22077,1
REC00575,EMP00575,Naukri,Kavya Reddy,54,2,18702,0
REC00576,EMP00576,Naukri,Kavya Reddy,49,1,19247,0
REC00577,EMP00577,LinkedIn,Rajan Mehta,26,5,23283,1
REC00578,EMP00578,Naukri,Suresh Pillai,59,4,8322,1
REC00579,EMP00579,Employee Referral,Rajan Mehta,49,3,3136,1
REC00580,EMP00580,LinkedIn,Rajan Mehta,47,1,17704,1
REC00581,EMP00581,Naukri,Rajan Mehta,39,2,11669,0
REC00582,EMP00582,Indeed,Amit Joshi,8,5,8943,1
REC00583,EMP00583,LinkedIn,Meenakshi Iyer,14,3,19430,1
REC00584,EMP00584,Consultancy,Pooja Sharma,41,4,52243,1
REC00585,EMP00585,Employee Referral,Kavya Reddy,36,5,8055,1
REC00586,EMP00586,Naukri,Amit Joshi,56,1,10769,1
REC00587,EMP00587,Indeed,Meenakshi Iyer,8,5,6234,1
REC00588,EMP00588,Consultancy,Kavya Reddy,50,5,58775,1
REC00589,EMP00589,LinkedIn,Kavya Reddy,54,1,24144,0
REC00590,EMP00590,Employee Referral,Suresh Pillai,40,2,6408,1
REC00591,EMP00591,Naukri,Rajan Mehta,19,2,17401,1
REC00592,EMP00592,Consultancy,Sunita Arora,23,5,76317,0
REC00593,EMP00593,Indeed,Tanu Kapoor,15,3,8356,1
REC00594,EMP00594,LinkedIn,Pradeep Nair,34,3,18894,1
REC00595,EMP00595,Campus Hiring,Pradeep Nair,18,3,6081,1
REC00596,EMP00596,LinkedIn,Meenakshi Iyer,36,4,18131,1
REC00597,EMP00597,LinkedIn,Sunita Arora,17,2,11815,0
REC00598,EMP00598,Consultancy,Pradeep Nair,13,1,32880,1
REC00599,EMP00599,Naukri,Pradeep Nair,9,1,6231,1
REC00600,EMP00600,Indeed,Tanu Kapoor,34,3,17458,1
REC00601,EMP00601,Naukri,Meenakshi Iyer,59,4,18006,1
REC00602,EMP00602,Naukri,Vikash Gupta,37,5,18079,1
REC00603,EMP00603,LinkedIn,Vikash Gupta,37,4,21011,1
REC00604,EMP00604,LinkedIn,Tanu Kapoor,9,4,22735,1
REC00605,EMP00605,Naukri,Pooja Sharma,35,4,14946,1
REC00606,EMP00606,Indeed,Pooja Sharma,31,5,13276,1
REC00607,EMP00607,Indeed,Suresh Pillai,18,1,12750,1
REC00608,EMP00608,Naukri,Meenakshi Iyer,37,4,10258,1
REC00609,EMP00609,Indeed,Vikash Gupta,54,1,14711,1
REC00610,EMP00610,LinkedIn,Vikash Gupta,49,4,18362,1
REC00611,EMP00611,Employee Referral,Suresh Pillai,32,4,7371,1
REC00612,EMP00612,LinkedIn,Pradeep Nair,23,1,13170,1
REC00613,EMP00613,LinkedIn,Pooja Sharma,8,2,10741,1
REC00614,EMP00614,Indeed,Vikash Gupta,59,1,5953,1
REC00615,EMP00615,Employee Referral,Tanu Kapoor,40,2,8878,1
REC00616,EMP00616,Indeed,Sunita Arora,9,2,12229,1
REC00617,EMP00617,Employee Referral,Kavya Reddy,50,3,3101,1
REC00618,EMP00618,LinkedIn,Suresh Pillai,38,4,19832,1
REC00619,EMP00619,LinkedIn,Pooja Sharma,42,5,13862,1
REC00620,EMP00620,Naukri,Pooja Sharma,56,5,13019,1
REC00621,EMP00621,Indeed,Amit Joshi,41,2,11529,1
REC00622,EMP00622,Campus Hiring,Pradeep Nair,38,5,9544,0
REC00623,EMP00623,Indeed,Suresh Pillai,35,3,10405,1
REC00624,EMP00624,Naukri,Pradeep Nair,23,3,14194,1
REC00625,EMP00625,Naukri,Rajan Mehta,20,4,10543,1
REC00626,EMP00626,Campus Hiring,Pooja Sharma,16,5,6753,1
REC00627,EMP00627,Naukri,Vikash Gupta,40,4,11044,0
REC00628,EMP00628,Naukri,Kavya Reddy,16,5,10269,1
REC00629,EMP00629,Indeed,Suresh Pillai,60,3,13019,0
REC00630,EMP00630,Naukri,Suresh Pillai,41,5,8555,1
REC00631,EMP00631,Employee Referral,Meenakshi Iyer,11,1,3909,1
REC00632,EMP00632,Naukri,Suresh Pillai,30,3,9021,1
REC00633,EMP00633,Naukri,Suresh Pillai,46,2,12618,1
REC00634,EMP00634,Indeed,Amit Joshi,33,5,9310,1
REC00635,EMP00635,Naukri,Pradeep Nair,44,4,18075,1
REC00636,EMP00636,LinkedIn,Tanu Kapoor,45,1,16171,1
REC00637,EMP00637,LinkedIn,Pradeep Nair,34,4,19368,1
REC00638,EMP00638,Employee Referral,Pradeep Nair,36,1,7031,0
REC00639,EMP00639,LinkedIn,Meenakshi Iyer,40,3,18324,1
REC00640,EMP00640,LinkedIn,Meenakshi Iyer,57,4,16927,1
REC00641,EMP00641,Employee Referral,Suresh Pillai,36,5,3570,1
REC00642,EMP00642,Consultancy,Pooja Sharma,22,3,79972,1
REC00643,EMP00643,LinkedIn,Vikash Gupta,35,4,14044,1
REC00644,EMP00644,Indeed,Pradeep Nair,54,5,15060,1
REC00645,EMP00645,Campus Hiring,Suresh Pillai,32,4,6421,0
REC00646,EMP00646,Consultancy,Meenakshi Iyer,22,1,31032,1
REC00647,EMP00647,LinkedIn,Suresh Pillai,49,3,14475,1
REC00648,EMP00648,LinkedIn,Pooja Sharma,8,5,21318,1
REC00649,EMP00649,Campus Hiring,Sunita Arora,41,5,12831,1
REC00650,EMP00650,LinkedIn,Pooja Sharma,51,1,10677,0
REC00651,EMP00651,Indeed,Sunita Arora,22,4,5553,0
REC00652,EMP00652,Naukri,Amit Joshi,55,3,16345,1
REC00653,EMP00653,Employee Referral,Tanu Kapoor,30,1,8078,1
REC00654,EMP00654,LinkedIn,Rajan Mehta,30,5,21853,1
REC00655,EMP00655,LinkedIn,Rajan Mehta,57,1,15531,1
REC00656,EMP00656,Naukri,Suresh Pillai,58,2,8117,1
REC00657,EMP00657,Indeed,Pradeep Nair,51,4,5883,1
REC00658,EMP00658,Naukri,Amit Joshi,28,5,18623,1
REC00659,EMP00659,Naukri,Rajan Mehta,9,2,15711,1
REC00660,EMP00660,LinkedIn,Pradeep Nair,41,1,23969,1
REC00661,EMP00661,Indeed,Rajan Mehta,7,1,10807,1
REC00662,EMP00662,Campus Hiring,Sunita Arora,44,5,10346,1
REC00663,EMP00663,Campus Hiring,Meenakshi Iyer,20,4,7620,1
REC00664,EMP00664,LinkedIn,Meenakshi Iyer,60,2,19719,1
REC00665,EMP00665,Consultancy,Pradeep Nair,7,4,74698,0
REC00666,EMP00666,Employee Referral,Vikash Gupta,54,2,4794,0
REC00667,EMP00667,Indeed,Sunita Arora,28,2,6039,1
REC00668,EMP00668,Indeed,Pooja Sharma,17,4,12404,1
REC00669,EMP00669,Consultancy,Tanu Kapoor,48,4,29340,1
REC00670,EMP00670,Naukri,Pradeep Nair,27,1,9465,0
REC00671,EMP00671,Naukri,Tanu Kapoor,34,2,9540,1
REC00672,EMP00672,Employee Referral,Pooja Sharma,19,5,4608,0
REC00673,EMP00673,Campus Hiring,Pooja Sharma,56,1,9183,1
REC00674,EMP00674,LinkedIn,Sunita Arora,30,4,15061,1
REC00675,EMP00675,LinkedIn,Tanu Kapoor,38,1,13217,1
REC00676,EMP00676,Consultancy,Vikash Gupta,29,2,59823,1
REC00677,EMP00677,Employee Referral,Meenakshi Iyer,40,3,6899,0
REC00678,EMP00678,Naukri,Rajan Mehta,53,2,13175,1
REC00679,EMP00679,LinkedIn,Suresh Pillai,47,2,21808,0
REC00680,EMP00680,LinkedIn,Pradeep Nair,14,2,14244,1
REC00681,EMP00681,Consultancy,Kavya Reddy,38,4,48609,1
REC00682,EMP00682,Employee Referral,Kavya Reddy,10,4,8608,1
REC00683,EMP00683,LinkedIn,Meenakshi Iyer,12,2,12176,1
REC00684,EMP00684,LinkedIn,Vikash Gupta,12,2,18127,1
REC00685,EMP00685,Campus Hiring,Amit Joshi,43,1,9149,1
REC00686,EMP00686,Consultancy,Pooja Sharma,14,2,33872,1
REC00687,EMP00687,LinkedIn,Pooja Sharma,25,4,22053,1
REC00688,EMP00688,LinkedIn,Pooja Sharma,51,3,21996,1
REC00689,EMP00689,LinkedIn,Kavya Reddy,53,3,17507,1
REC00690,EMP00690,Employee Referral,Pradeep Nair,28,1,5513,0
REC00691,EMP00691,Consultancy,Rajan Mehta,17,5,73647,1
REC00692,EMP00692,Naukri,Suresh Pillai,35,1,19436,1
REC00693,EMP00693,Indeed,Pradeep Nair,41,4,15938,1
REC00694,EMP00694,Consultancy,Vikash Gupta,19,3,66843,1
REC00695,EMP00695,Employee Referral,Kavya Reddy,32,3,8615,1
REC00696,EMP00696,LinkedIn,Rajan Mehta,29,5,10312,1
REC00697,EMP00697,Naukri,Meenakshi Iyer,42,4,13950,1
REC00698,EMP00698,LinkedIn,Pradeep Nair,45,4,15245,1
REC00699,EMP00699,Naukri,Pooja Sharma,24,2,12882,1
REC00700,EMP00700,Campus Hiring,Amit Joshi,23,3,10719,0
REC00701,EMP00701,Naukri,Tanu Kapoor,12,1,11159,1
REC00702,EMP00702,LinkedIn,Pooja Sharma,13,3,19322,0
REC00703,EMP00703,Indeed,Rajan Mehta,26,1,15323,1
REC00704,EMP00704,LinkedIn,Suresh Pillai,19,3,13426,1
REC00705,EMP00705,Indeed,Suresh Pillai,51,4,9482,1
REC00706,EMP00706,LinkedIn,Pooja Sharma,33,3,10239,0
REC00707,EMP00707,LinkedIn,Pradeep Nair,28,1,22759,1
REC00708,EMP00708,Campus Hiring,Suresh Pillai,7,4,7901,1
REC00709,EMP00709,Naukri,Tanu Kapoor,25,2,14923,1
REC00710,EMP00710,LinkedIn,Meenakshi Iyer,54,2,8629,0
REC00711,EMP00711,Consultancy,Pradeep Nair,16,1,57628,0
REC00712,EMP00712,LinkedIn,Sunita Arora,14,3,13026,1
REC00713,EMP00713,Naukri,Pradeep Nair,21,5,6532,1
REC00714,EMP00714,Naukri,Sunita Arora,45,3,16135,1
REC00715,EMP00715,Campus Hiring,Vikash Gupta,55,5,9633,1
REC00716,EMP00716,Campus Hiring,Suresh Pillai,60,3,10126,1
REC00717,EMP00717,Indeed,Rajan Mehta,22,3,6216,1
REC00718,EMP00718,LinkedIn,Pooja Sharma,25,3,21384,0
REC00719,EMP00719,Consultancy,Meenakshi Iyer,31,3,61388,1
REC00720,EMP00720,Indeed,Amit Joshi,15,3,14887,1
REC00721,EMP00721,Consultancy,Rajan Mehta,40,5,35830,0
REC00722,EMP00722,LinkedIn,Amit Joshi,8,1,8337,1
REC00723,EMP00723,Naukri,Vikash Gupta,36,1,17256,1
REC00724,EMP00724,Employee Referral,Sunita Arora,44,4,4868,1
REC00725,EMP00725,Employee Referral,Pradeep Nair,37,1,5959,1
REC00726,EMP00726,Naukri,Kavya Reddy,15,4,15934,1
REC00727,EMP00727,LinkedIn,Tanu Kapoor,27,3,14164,1
REC00728,EMP00728,Naukri,Vikash Gupta,11,3,6130,0
REC00729,EMP00729,Indeed,Sunita Arora,37,4,8503,1
REC00730,EMP00730,Naukri,Vikash Gupta,31,2,19783,1
REC00731,EMP00731,Naukri,Pooja Sharma,27,4,14387,1
REC00732,EMP00732,Campus Hiring,Kavya Reddy,32,2,10865,1
REC00733,EMP00733,LinkedIn,Rajan Mehta,48,1,12773,1
REC00734,EMP00734,Campus Hiring,Amit Joshi,11,4,7616,1
REC00735,EMP00735,Indeed,Amit Joshi,36,1,14748,1
REC00736,EMP00736,LinkedIn,Meenakshi Iyer,14,5,8795,0
REC00737,EMP00737,Naukri,Tanu Kapoor,51,1,8506,1
REC00738,EMP00738,Campus Hiring,Pradeep Nair,37,5,5378,1
REC00739,EMP00739,Naukri,Vikash Gupta,45,3,7578,1
REC00740,EMP00740,Naukri,Sunita Arora,51,4,12126,1
REC00741,EMP00741,LinkedIn,Kavya Reddy,12,4,13159,1
REC00742,EMP00742,Campus Hiring,Kavya Reddy,49,2,6759,0
REC00743,EMP00743,Indeed,Kavya Reddy,28,5,16185,0
REC00744,EMP00744,Indeed,Suresh Pillai,10,5,15852,1
REC00745,EMP00745,Employee Referral,Rajan Mehta,37,3,3186,1
REC00746,EMP00746,Employee Referral,Suresh Pillai,8,5,6012,1
REC00747,EMP00747,Employee Referral,Tanu Kapoor,59,2,6007,0
REC00748,EMP00748,Employee Referral,Meenakshi Iyer,49,2,8773,1
REC00749,EMP00749,Campus Hiring,Tanu Kapoor,34,4,7175,1
REC00750,EMP00750,Campus Hiring,Rajan Mehta,21,5,9410,1
REC00751,EMP00751,Naukri,Meenakshi Iyer,36,2,8070,1
REC00752,EMP00752,Consultancy,Tanu Kapoor,19,4,54120,1
REC00753,EMP00753,Consultancy,Sunita Arora,8,3,45962,0
REC00754,EMP00754,Campus Hiring,Suresh Pillai,23,1,14532,1
REC00755,EMP00755,Indeed,Sunita Arora,27,4,11857,0
REC00756,EMP00756,Consultancy,Tanu Kapoor,11,1,57939,1
REC00757,EMP00757,LinkedIn,Suresh Pillai,54,3,20610,1
REC00758,EMP00758,Naukri,Pradeep Nair,16,1,18921,1
REC00759,EMP00759,Naukri,Suresh Pillai,22,4,19190,1
REC00760,EMP00760,Consultancy,Rajan Mehta,18,3,50282,1
REC00761,EMP00761,LinkedIn,Pradeep Nair,27,5,21959,1
REC00762,EMP00762,Employee Referral,Pradeep Nair,14,4,7036,1
REC00763,EMP00763,Indeed,Tanu Kapoor,40,2,6630,1
REC00764,EMP00764,LinkedIn,Pooja Sharma,52,3,12489,1
REC00765,EMP00765,Naukri,Tanu Kapoor,45,1,6767,1
REC00766,EMP00766,Campus Hiring,Vikash Gupta,9,4,9685,1
REC00767,EMP00767,Campus Hiring,Pradeep Nair,30,5,12145,0
REC00768,EMP00768,Naukri,Pradeep Nair,38,4,14854,0
REC00769,EMP00769,Campus Hiring,Amit Joshi,34,5,5017,1
REC00770,EMP00770,LinkedIn,Rajan Mehta,29,2,10561,1
REC00771,EMP00771,Campus Hiring,Vikash Gupta,20,2,7284,1
REC00772,EMP00772,Indeed,Kavya Reddy,53,3,17459,1
REC00773,EMP00773,LinkedIn,Kavya Reddy,15,3,24163,1
REC00774,EMP00774,Naukri,Pradeep Nair,29,5,6352,1
REC00775,EMP00775,Employee Referral,Vikash Gupta,49,5,6354,1
REC00776,EMP00776,Employee Referral,Pooja Sharma,19,5,7426,1
REC00777,EMP00777,Employee Referral,Meenakshi Iyer,60,5,4093,1
REC00778,EMP00778,Indeed,Meenakshi Iyer,14,5,11874,1
REC00779,EMP00779,Campus Hiring,Pradeep Nair,45,2,8921,1
REC00780,EMP00780,Indeed,Sunita Arora,17,2,10386,1
REC00781,EMP00781,Campus Hiring,Suresh Pillai,29,3,14790,1
REC00782,EMP00782,LinkedIn,Pooja Sharma,58,2,24667,1
REC00783,EMP00783,Indeed,Suresh Pillai,35,2,8355,0
REC00784,EMP00784,LinkedIn,Amit Joshi,59,5,24878,1
REC00785,EMP00785,Naukri,Tanu Kapoor,18,3,17897,1
